"mean_cfs_01","mean_cfs_02","mean_cfs_03","mean_cfs_04","mean_cfs_05","mean_cfs_06","mean_cfs_07","mean_cfs_08","mean_cfs_09","mean_cfs_10","mean_cfs_11","mean_cfs_12","sd_cfs_01","sd_cfs_02","sd_cfs_03","sd_cfs_04","sd_cfs_05","sd_cfs_06","sd_cfs_07","sd_cfs_08","sd_cfs_09","sd_cfs_10","sd_cfs_11","sd_cfs_12","low_cfs_01","low_cfs_02","low_cfs_03","low_cfs_04","low_cfs_05","low_cfs_06","low_cfs_07","low_cfs_08","low_cfs_09","low_cfs_10","low_cfs_11","low_cfs_12","high_cfs_01","high_cfs_02","high_cfs_03","high_cfs_04","high_cfs_05","high_cfs_06","high_cfs_07","high_cfs_08","high_cfs_09","high_cfs_10","high_cfs_11","high_cfs_12","n_years_01","n_years_02","n_years_03","n_years_04","n_years_05","n_years_06","n_years_07","n_years_08","n_years_09","n_years_10","n_years_11","n_years_12","site_no","start_year","end_year","n_obs","station_nm","dec_lat_va","dec_long_va"
692.047222222222,815.145935960591,1006.60833333333,1246.33888888889,2617.31586021505,3158.36527777778,1108.8373655914,908.101388888889,978.871264367816,915.376792114695,769.998257364824,725.380873071529,177.890017293883,513.972387469197,846.012253040514,888.148565969396,1938.7057284098,2321.48605705263,615.658853479894,354.950894267055,411.788668963798,431.527952175367,157.978312422766,173.496375194338,514.157204928339,301.173548491394,160.59608029282,358.190322919493,678.610131805255,836.879220725146,493.178512111504,553.150494621834,567.082595404019,483.848839939329,612.019944942058,551.88449787719,869.937239516105,1329.11832342979,1852.62058637385,2134.48745485828,4556.02158862485,5479.85133483041,1724.49621907129,1263.05228315594,1390.65993333161,1346.90474429006,927.97656978759,898.877248265867,24,24,24,24,24,24,24,24,24,24,23,23,"09371010",2002,2025,8508,"SAN JUAN RIVER AT FOUR CORNERS, CO",37.00113889,-109.0295833
2795.97222222222,2783.21325944171,3147.69444444444,4902.875,11480.4301075269,14238.9722222222,6208.91129032258,3645.98611111111,3706.77777777778,3967.35215053763,3398.01005747126,2955.69892473118,556.312140135805,606.186876007699,695.537590830035,1953.70924021203,6183.26763521931,9077.51878829517,4907.97715905507,1136.75875133465,828.034198847214,849.074870823271,540.537888115721,653.905301130348,2239.66008208642,2177.02638343401,2452.15685361441,2949.16575978797,5297.16247230757,5161.45343392705,1300.93413126751,2509.22735977646,2878.74357893056,3118.27727971436,2857.47216935554,2301.79362360083,3352.28436235803,3389.40013544941,3843.23203527448,6856.58424021203,17663.6977427462,23316.4910105174,11116.8884493776,4782.74486244576,4534.81197662499,4816.4270213609,3938.54794558699,3609.60422586153,24,24,24,24,24,24,24,24,24,24,24,24,"09163500",2002,2025,8652,"COLORADO RIVER NEAR COLORADO-UTAH STATE LINE",39.1327434,-109.02707585
7.74033333333333,3.45946428571429,4.71213333333333,4.24633333333333,0.504166666666667,NA,NA,NA,6.58666666666667,0.01,NA,59.53,NA,4.16915208950311,3.34112668155852,5.99108005473322,NA,NA,NA,NA,7.64146728202262,NA,NA,NA,NA,0,1.37100665177482,0,NA,NA,NA,NA,0,NA,NA,NA,NA,7.6286163752174,8.05326001489185,10.2374133880666,NA,NA,NA,NA,14.2281339486893,NA,NA,NA,1,2,2,2,1,0,0,0,2,1,0,1,"09378490",2002,2005,181,"COAL BED CANYON NEAR DOVE CREEK, CO",37.8113796,-109.0242759
24.3006172839506,32.8756670771757,39.8583055555556,16.727125,21.4464784946237,26.8910416666667,33.0481182795699,49.4460972222222,68.3620972222222,55.710685483871,31.5257194170772,25.2467607526882,12.7747334923621,23.8306236039111,38.7631679138092,14.9309571582007,19.3312117570848,20.5749435646616,26.1318507206146,32.9278115035061,39.5480203835266,27.7544677308677,11.1678764387904,9.2499099073415,11.5258837915885,9.04504347326463,1.09513764174631,1.79616784179932,2.11526673753881,6.31609810200507,6.91626755895534,16.5182857187162,28.8140768386956,27.9562177530033,20.3578429782868,15.9968508453467,37.0753507763127,56.7062906810868,78.6214734693648,31.6580821582007,40.7776902517085,47.4659852313283,59.1799690001844,82.3739087257283,107.910117605749,83.4651532147386,42.6935958558675,34.4966706600297,24,24,24,24,24,24,24,24,24,24,24,24,"09372000",2002,2025,8649,"MCELMO CREEK NEAR COLORADO-UTAH STATE LINE",37.32415968,-109.015666
114.153636363636,146.75446708464,267.821818181818,902.970303030303,1258.13782991202,1174.32333333333,398.132258064516,196.142636363636,93.4159393939394,150.31064516129,135.00206306233,110.612316715543,34.8664284394202,38.0592448972913,196.407835985135,1005.82272816332,1672.7308779446,1014.31050567478,400.030360905522,112.630157116157,42.1843883028408,79.4232621939153,30.6587226149991,27.4062689008164,79.2872079242161,108.695222187348,71.4139821966834,0,0,160.012827658556,0,83.5124792474799,51.2315510910986,70.887382967375,104.34334044733,83.2060478147262,149.020064803057,184.813711981931,464.229654166953,1908.79303119362,2930.86870785663,2188.63383900811,798.162618970038,308.772793479793,135.60032769678,229.733907355206,165.660785677329,138.018585616359,11,11,11,11,11,11,11,11,11,10,11,11,"09179450",2015,2025,3918,"DOLORES RIVER NEAR GATEWAY, CO",38.66803889,-108.96551944
27.1695555555556,31.827205801861,66.9084385964912,292.010173809524,407.311806451613,312.43035,79.1929523489503,64.9799907407407,44.9213333333333,40.9331899641577,29.4175150519978,24.5333691756272,6.51967604000894,6.61530718598956,60.2234211936872,443.904524380175,746.03318988181,452.046994014918,74.3268557823561,30.4612674785577,19.5008841991593,11.921729324406,4.16102208309768,4.90269923188783,20.6498795155466,25.2118986158714,6.68501740280401,0,0,0,4.86609656659418,34.5187232621831,25.4204491341741,29.0114606397517,25.2564929689001,19.6306699437394,33.6892315955645,38.4425129878505,127.131859790178,735.914698189698,1153.34499633342,764.477344014918,153.519808131306,95.4412582192984,64.4222175324926,52.8549192885637,33.5785371350955,29.4360684075151,9,9,19,20,20,20,18,18,18,9,9,9,"09168730",2002,2025,5267,"DOLORES RIVER NEAR SLICK ROCK, CO",38.04443666,-108.905382
19.3373333333333,12.6879371921182,12.4955,95.54875,155.798637992832,128.649333333333,116.029032258065,152.424666666667,179.153333333333,164.84435483871,50.9613916256158,19.3604838709677,10.966447252111,7.47785051011626,4.79548186664629,16.1425440520453,48.9531075515646,16.8172798698904,18.8761408680026,21.9242384385664,3.79916657527235,20.2926518612762,14.4967697860656,8.27074646802799,8.37088608122231,5.21008668200196,7.70001813335371,79.4062059479547,106.845530441267,111.832053463443,97.1528913900619,130.5004282281,175.354166758061,144.551702977434,36.4646218395502,11.0897374029397,30.3037805854444,20.1657877022345,17.2909818666463,111.691294052045,204.751745544396,145.466613203224,134.905173126067,174.348905105233,182.952499908606,185.137006699986,65.4581614116814,27.6312303389957,4,4,4,4,5,5,5,5,5,4,4,4,"09163492",2021,2025,1581,"SALT CREEK NEAR MOUTH NEAR MACK, CO.",39.21463889,-108.90116667
36.9350138888889,44.2059323686371,93.5108333333333,301.434375,469.867379032258,293.56825547138,76.25934659341,78.0911527777778,58.4431111111111,55.2601075268817,38.1031311576355,35.2247177419355,17.8009527496957,17.8931197629283,69.2564354236091,419.973821782457,826.786477215745,402.675803933732,72.6240946274529,42.6097498506851,32.4938446742854,42.1157413186625,9.96723720332727,11.8078805624477,19.1340611391932,26.3128126057088,24.2543979097242,0,0,0,3.63525196595712,35.4814029270926,25.9492664368257,13.1443662082192,28.1358939543082,23.4168371794878,54.7359666385846,62.0990521315654,162.767268756942,721.408196782457,1296.653856248,696.244059405112,148.883441220863,120.700902628463,90.9369557853965,97.3758488455442,48.0703683609627,47.0325983043832,24,24,24,24,24,24,24,24,24,24,24,24,"09169500",2002,2025,8606,"DOLORES RIVER AT BEDROCK, CO",38.3102675,-108.8853805
40.2262916666667,48.0056291050903,95.9290277777778,313.810833333333,477.715698924731,303.390833333333,77.0228091397849,75.7552361111111,59.8516111111111,54.4285170250896,38.0400241174056,36.7301075268817,21.4702515931141,19.66648235927,69.6472785481143,443.731293900616,839.222929128793,425.985762408741,78.5543503270476,42.1678335871619,37.6145075814613,38.6383073142139,10.010950060031,13.0871933242447,18.7560400735526,28.3391467458204,26.2817492296635,0,0,0,0,33.5874025239492,22.2371035296498,15.7902097108757,28.0290740573746,23.642914202637,61.6965432597808,67.6721114643603,165.576306325892,757.54212723395,1316.93862805352,729.376595742074,155.577159466833,117.923069698273,97.4661186925725,93.0668243393035,48.0509741774366,49.8173008511264,24,24,24,24,24,24,24,24,24,24,24,24,"09171100",2002,2025,8651,"DOLORES RIVER NEAR BEDROCK, CO.",38.35692324,-108.83345163
10.1936666666667,8.48373563218391,9.94933333333333,81.7657777777778,119.403225806452,92.3591666666667,89.6911290322581,109.730833333333,109.495,92.3516129032258,24.6633251231527,12.8279569892473,1.41077996551947,1.02792783425525,5.31491871998058,25.8301150884289,32.0973293840782,7.80837270237911,16.9737816584202,3.42428297441799,5.45171566607281,19.6086004405795,4.73772121827846,1.14002634895401,8.7828867011472,7.45580779792866,4.63441461335275,55.9356626893489,87.3058964223734,84.5507939642875,72.7173473738379,106.306550358915,104.043284333927,72.7430124626463,19.9256039048743,11.6879306402933,11.6044466321861,9.51166346643916,15.2642520533139,107.595892866207,151.50055519053,100.167539369046,106.664910690678,113.155116307751,114.946715666073,111.960213343805,29.4010463414312,13.9679833382013,3,3,3,3,3,4,4,4,4,4,4,3,"09153270",2021,2025,1229,"BIG SALT WASH AT FRUITA, CO.",39.16416667,-108.7502611
10.6218497082628,18.9072906765571,35.6888115942029,68.9525652173913,90.0832244975635,65.5853447974865,19.2274439995529,15.397755075214,30.366367675605,17.2205190951258,11.7561913100088,8.60938649164456,8.82336041506474,17.4053587033795,34.612001480602,79.8945651704299,123.088819928545,71.156241357137,18.7789794944725,15.3734079191569,36.918923327272,15.924064136595,6.96484871954742,6.39688324018155,1.79848929319802,1.50193197317767,1.07681011360092,0,0,0,0.448464505080448,0.0243471560571518,0,1.29645495853086,4.79134259046135,2.21250325146301,19.4452101233275,36.3126493799366,70.3008130748049,148.847130387821,213.172044426108,136.741586154624,38.0064234940254,30.7711629943709,67.285291002877,33.1445832317208,18.7210400295562,15.0062697318261,22,23,23,23,23,18,22,21,21,22,22,22,"09371000",2002,2025,6788,"MANCOS RIVER NEAR TOWAOC, CO.",37.0275026,-108.7414926
1.22166666666667,0.1,11.395,22.7933333333333,24.0691935483871,0.908,0.811935483870968,2.60869005847953,4.5313601532567,2.31709677419355,0.1,0.665322580645161,1.58627621246182,0,15.9735421870041,32.0932197754534,33.8975585952747,0.3837232799239,1.00682881682497,2.80973406192073,5.27930374943385,2.0992076945479,0,0.799486860664144,0,0.1,0,0,0,0.5242767200761,0,0,0,0.217889079645647,0.1,0,2.80794287912849,0.1,27.3685421870041,54.8865531087868,57.9667521436618,1.2917232799239,1.81876430069594,5.41842412040026,9.81066390269055,4.41630446874145,0.1,1.46480944130931,2,2,2,2,2,2,2,3,3,3,2,2,"391509108433001",2021,2024,799,"BIG SALT WASH AT GOVT HIGHLINE CANAL NR LOMA, CO",39.2524656,-108.7256791
77.145,92.4642036124795,170.969305555556,559.496805555556,706.963440860215,686.438472222222,247.422284946237,121.414791666667,94.6091666666667,132.195698924731,96.6078048029557,78.0909946236559,22.9696786901871,22.6880146268032,136.064679131751,369.226205517759,477.324338719441,423.692234053306,219.34478036406,74.7616132087388,71.9957414477321,92.1808152283593,26.9734017727058,23.6967803027041,54.1753213098129,69.7761889856763,34.904626423805,190.270600037796,229.639102140774,262.746238168916,28.0775045821767,46.6531784579279,22.6134252189345,40.0148836963718,69.6344030302499,54.3942143209518,100.114678690187,115.152218239283,307.033984687306,928.723011073315,1184.28777957966,1110.13070627553,466.767065310296,196.176404875405,166.604908114399,224.37651415309,123.581206575661,101.78777492636,24,24,24,24,24,24,24,24,24,24,24,24,"09177000",2002,2025,8652,"SAN MIGUEL RIVER AT URAVAN, CO.",38.35721157,-108.712875
21.0635416666667,29.1933672003284,36.482625,21.8937777777778,39.7145430107527,44.9963888888889,47.864247311828,60.5057083333333,73.4824166666667,52.374059139785,26.3847978243021,21.2506989247312,11.8558241863771,22.6134515415626,35.3326740502223,14.2866398562872,17.4212158685667,18.2766603339604,20.2908611499834,29.2757454244569,35.8612032092614,23.7884316251212,9.14352075984795,9.58857247918279,9.20771748028953,6.57991565876577,1.14995094977771,7.60713792149062,22.293327142186,26.7197285549284,27.5733861618446,31.2299629088764,37.6212134574052,28.5856275146637,17.2412770644542,11.6621264455484,32.9193658530438,51.806818741891,71.8152990502223,36.1804176340649,57.1357588793194,63.2730492228493,68.1551084618114,89.7814537577902,109.343619875928,76.1624907649062,35.5283185841501,30.839271403914,24,24,24,24,24,24,24,24,24,24,24,24,"09371520",2002,2025,8652,"MCELMO CREEK ABOVE TRAIL CANYON NEAR CORTEZ, CO",37.32666396,-108.70066068
1.41230555555556,2.67215158045977,2.09679166666667,1.79294444444444,9.35298387096774,11.3265277777778,12.6536693548387,13.2864722222222,13.583625,7.34202956989247,1.25257286535304,1.18235215053763,0.939655805607177,4.61189279311107,1.89160513546738,0.978928314087596,2.17463914813539,2.04977954256254,3.11659748498051,3.35220889742099,4.97865875785577,3.26263603633873,0.591312721406418,0.552336553446161,0.472649749948379,0,0.205186531199285,0.814016130356848,7.17834472283236,9.27674823521524,9.5370718698582,9.93426332480123,8.60496624214423,4.07939353355374,0.66126014394662,0.630015597091474,2.35196136116273,7.28404437357084,3.98839680213405,2.77187275853204,11.5276230191031,13.3763073203403,15.7702668398192,16.6386811196432,18.5622837578558,10.6046656062312,1.84388558675946,1.7346887039838,24,24,24,24,24,24,24,24,24,24,24,24,"09371492",2002,2025,8652,"MUD CREEK AT STATE HIGHWAY 32, NEAR CORTEZ, CO.",37.31277555,-108.66121496
361.101388888889,351.399630541872,405.444444444444,617.370833333333,1349.68682795699,1509.66638888889,629.649462365591,302.16375,312.876388888889,425.825268817204,399.54560926382,369.839429723502,43.6674183795975,42.2768203683173,63.5744591156846,144.190740994862,536.768219846126,930.938508470123,519.544203702301,157.465175223068,101.2723527991,80.1305803934405,56.8238178758036,50.2912195640889,317.433970509291,309.122810173555,341.86998532876,473.180092338471,812.918608110863,578.727880418766,110.105258663291,144.698574776932,211.604036089789,345.694688423764,342.721791388017,319.548210159413,404.768807268486,393.676450910189,469.018903560129,761.561574328195,1886.45504780312,2440.60489735901,1149.19366606789,459.628925223068,414.148741687989,505.955849210645,456.369427139624,420.130649287591,24,24,24,24,24,24,24,24,24,24,24,24,"09306290",2002,2025,8645,"WHITE RIVER BELOW BOISE CREEK, NEAR RANGELY, CO.",40.17969335,-108.5653775
